country	Algeria	#5E1D9D
country	Angola	#BEBADA
country	Benin	#4274CE
country	Botswana	#E69337
country	Burkina Faso	#85BA6F
country	Burundi	#511EA8
country	Cabo Verde	#4B25B0
country	Cameroon	#472EB9
country	Central African Republic	#4236C1
country	Chad	#4040C6
country	Cote d'Ivoire	#3F4BCA
country	Democratic Republic of the Congo	#3F56CE
country	Djibouti	#3F60D0
country	Egypt	#416ACF
country	Equatorial Guinea	#4885C7
country	Eswatini	#4B8DC2
country	Ethiopia	#4E95BD
country	Gabon	#049ED6
country	Gambia	#529BB6
country	Ghana	#56A0AE
country	Guinea	#5BA6A7
country	Guinea-Bissau	#60AA9F
country	Kenya	#65AD96
country	Lesotho	#6BB18E
country	Liberia	#71B486
country	Libya	#78B67E
country	Madagascar	#7EB976
country	Malawi	#DB2823
country	Mali	#94BD62
country	Mauritius	#9BBE5B
country	Morocco	#A3BE57
country	Mozambique	#ABBD52
country	Namibia	#B2BD4D
country	Niger	#BABC4A
country	Nigeria	#C1BA47
country	Republic of the Congo	#F0EA8B
country	Rwanda	#C8B944
country	Senegal	#D3B23F
country	Seychelles	#D9AE3E
country	Sierra Leone	#E8CF8E
country	Somalia	#DDA83C
country	South Africa	#E0A13A
country	South Sudan	#E39A39
country	Sudan	#E68935
country	Togo	#E67F33
country	Tunisia	#E67431
country	Uganda	#E4682F
country	Union of the Comoros	#E25B2C
country	Zambia	#E04E2A
country	Zimbabwe	#DF4227
